ID Number,pH,Total Alkalinity,Total Hardness,Free Chlorine,Total Chlorine,Nitrite,Nitrate,Total Iron,Source of Household Water,Showerhead Installation Time Frame,Frequency of Household Shower Usage,Frequency of Showerhead Cleaning,Showerhead Cleaning Solution,Showerhead Material,Interior Showerhead Finish,Showerhead System Setup,Does the Showerhead Have a Filter?,Showerhead Spray Pattern Description,How is Water Heated,Age of Hot Water Heater,Hot Water Heater Flush Frequency
NTM01446,7.2,180,50,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Solid Brass,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01202,7.2,120,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Month,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM01451,6.5,50,250,0.2,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00975,6.8,150,250,0,0,0,10,0.6,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,No Finish,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Every Few Years
NTM01335,6.2,40,425,1,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Never
NTM00321,6.2,80,120,0,0,0,0,0.15,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01008,6.2,50,230,0.6,1.5,0,1,0.8,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Gas Tankless Water Heater,6-10 Years,Never
NTM01288,6.8,180,250,0,0,0,10,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM01036,6.8,40,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once Every 6 Months,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01425,7.2,80,120,0,0.5,0.15,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM01188,7.2,240,0,0,0,0.15,0,0,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01050,6.8,140,250,0,0.5,0,1,0.1,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00978,6.2,80,120,0,0,0,0,0.15,Well-Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01019,7.2,120,120,0,2,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Boilers Serving Comlex,Do Not Know,NA
NTM01261,7.2,180,120,0,0,0,5,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Solid Brass,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01401,6.8,80,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Do Not Know
NTM00586,6.5,130,25,0.1,0.1,0.03,5,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM01038,6.2,60,50,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Do Not Know
NTM01153,6.2,120,120,0,0,0,0,0.3,Municipal Water System,Do Not Know,5-9 times/week,Once a Year,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM01339,6.8,40,120,0,0.5,0,1,0.15,Municipal Water System,Within the Last 6 Months,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01001,6.8,120,250,0,0.5,0,0,0.15,Municipal Water System,Within the Last 6 Months,10-13 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Do Not Know
NTM01318,6.9,160,120,0,0,0.3,2,0.12,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Do Not Know
NTM01208,6.2,60,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Nickel,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00995,6.2,40,50,0,0,2,0,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Yearly
NTM00511,6.2,140,250,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Water,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00615,6.7,175,150,0,0,0,1,0.05,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,NA,Fixed/Permanent,NA,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Do Not Know
NTM01415,7,200,25/425,0,0,0.3,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,1-5 Years,Never
NTM01009,6.8,40,120,0,0.2,0,1,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Do Not Know
NTM01126,6.8,120,250,0,0.5,0,2,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM01072,6.8,120,120,0,0,0,0,0,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Do Not Know,Do Not Know,Do Not Know
NTM01032,6.2,120,120,0,0,1,10,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Yearly
NTM01240,6.8,180,25/425,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Every Few Years
NTM01336,6.2,60,120,0,0,0,0,0.15,Municipal Water System,Do Not Know,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01427,6.8,160,200,0,0,0,1,0.8,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01305,6.8,120,425,0,0,0.3,1,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01194,7.4,150,250,0,0,0,10,0.075,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01317,6.2,40,120,0.5,0.5,0,0.15,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01108,6.2,120,120,0,0,0,5,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01232,6.2,80,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Do Not Know
NTM01311,6.2,110,120,0,0.3,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Nickel,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM01088,6.8,240,425,0,0.5,0.15,5,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Once a Year,Commercial Cleaning Solution,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01206,7.8,120,250,0,0.5,0,1,0.07,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM01016,7.3,200,25,0,0,0,0,0.3,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01102,7.2,80,25,0,0.05,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Yearly
NTM01142,7.8,240,50,0,0,0.3,1,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM01417,6.8,180,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01309,6.8,80,25,0,0,0,2,0.75,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Soapy Water,Plastic,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Yearly
NTM01434,6.2,40,50,0,0,0,0,0,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01201,8.4,130,250,0,2,0.1,2,0.1,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once Every 2 Years,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Gas Tankless Water Heater,>10 Years,Yearly
NTM01274,6.2,80,120,0,0.5,0,1,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Oil Fired Boiler,1-5 Years,NA
NTM01393,6.2,60,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Do Not Know,Fine Misting of Water (Low Flow),Hot Water Heater,>10 Years,Never
NTM01447,7.2,150,250,0,0,5,0.7,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,Vinegar,Plastic,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01028,6.8,80,120,0,0,0,1,0.2,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Chrome/Brass,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01281,6.8,80,50,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01136,7.8,180,250,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Bleach and Water,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01087,6.5,40,120,0.2,0.5,0.5,2,0.3,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Vinegar,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Yearly
NTM00540,6.2,80,120,0,0,2,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01245,6.9,60,120,0.1,0.1,0.3,2,0.07,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Solid Brass,Chrome,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,>10 Years,Never
NTM00981,6.4,60,250,0.5,0.5,0,1,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01257,6.5,60,75,0.5,0,0,0.75,0.2,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM01394,6.6,70,200,0,0.5,0.05,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01081,6.2,40,120,0,0.5,5,0.15,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Do Not Know
NTM01252,6.2,180,120,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,1-4 times/week,Once a Year,Bleach and Water,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM01068,6.8,180,120,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01426,6.5,50,75,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00979,6.8,120,120,0,4,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Undiluted Bleach,Solid Brass,Brass,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01041,6.8,150,250,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,6-10 Years,NA
NTM01403,6.8,80,120,0,10,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Nickel,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01086,6.4,100,120,0,0,1,3,0.15,Unknown/Other,Do Not Know,5-9 times/week,Never,NA,Metal,Nickel,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM01333,6.5,80,425,0,0,0.15,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01457,6.2,40,50,0,0,0,4,0.3,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01055,6.8,120,120,0,0,0.1,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00600,6.8,180,120,0,0,0,1,0.15,Rural Water System,More than 6 Months Ago,5-9 times/week,Once Every 6 Months,Commercial Cleaning Solution,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,1-5 Years,Never
NTM01170,6.2,40,25,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01266,8.4,240,250,0,0,0,1,0.03,Municipal Water System,Within the Last 6 Months,5-9 times/week,Once a Month,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Monthly
NTM01279,6.8,120,120,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,No Finish,Hand-Held Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01063,7.2,150,120,0,0,0.07,1,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Do Not Know
NTM01460,7.2,120,25/425,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00578,6.2,40,120,0,0.5,0,1,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Never
NTM01452,6.8,180,250,1,0.5,0,1,0.15,Municipal Water System,Do Not Know,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM01304,6.2,80,50,0,0,1,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01445,6.2,40,120,0,0,1.5,0.15,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01385,6.2,80,250,0,0,0.15,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Never
NTM00997,6.8,120,50,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,<1 Year,Never
NTM01250,6.8,180,50,0,0,0,0.15,0.1,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM01163,6.2,100,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Every Few Years
NTM01239,6.8,80,50,0,0.75,0,0,0.15,Do Not Know,Do Not Know,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01031,6.8,80,250,0,0,0.15,0.3,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01167,7,160,250,0,0,2,0,0.15,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01340,6.2,120,250,0,0.5,0,1,0.15,Municipal Water System,Within the Last 6 Months,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Do Not Know
NTM01448,6.2,40,250,0,0.5,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM01037,6.2,80,50,0,0,0,0,0.15,Municipal Water System,Within the Last Month,14+ times/week,Replace Once A Month,NA,Plastic,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,<1 Year,Do Not Know
NTM00565,7.2,240,120,0,1,0,0.15,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM01034,6.5,100,50,0,0.5,0,1,0.075,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Every Few Years
NTM01044,7.2,200,425,0,0.5,0.15,3,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Never
NTM01177,6.2,80,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Copper,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01116,6.5,160,250,0,0,0,0,0.075,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01422,6.8,80,50,0,0,0,1,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Once a Year,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01093,6.2,120,250,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Never
NTM01125,6.2,80,120,0,0,0,0.15,0.15,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,<1 Year,Never
NTM01158,6.2,80,250,0,2,1,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Every Few Years
NTM00985,6.8,240,250,0,0,1,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Plastic,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
